RowLabels,AGOC-3A1,AGOC-3A2,AGOC-3A3,AGOC-3A4,AGOC-3A5,AGOC-3A6,AGOC-3A7,AGOC-3A8,AGOC-3A9,AGOC-3AAll,Appluimonia1,Appluimonia2,Appluimonia3,Appluimonia4,Appluimonia5,Appluimonia6,Appluimonia7,Appluimonia8,Appluimonia9,AppluimoniaAll,Chlorodinine1,Chlorodinine2,Chlorodinine3,Chlorodinine4,Chlorodinine5,Chlorodinine6,Chlorodinine7,Chlorodinine8,Chlorodinine9,ChlorodinineAll,Methylosmolene1,Methylosmolene2,Methylosmolene3,Methylosmolene4,Methylosmolene5,Methylosmolene6,Methylosmolene7,Methylosmolene8,Methylosmolene9,MethylosmoleneAll,GrandTotal
2016-04-01 21:00:00,0.0385238,0.396742,1.00195,0.0393881,0.0734797,0.052684,1.08284,0.544171,0.195524,3.4253026,0.175374,0.401939,1.50516,0.0696817,0.186273,0.510417,0.93454,0.913925,0.320522,5.0178317,0.275541,0.410853,0.974648,0.336607,0.236391,0.527831,0.707586,0.787955,0.0997598,4.3571718,0.0195625,0.158859,0.22341,0.176977,0.350383,0.339473,0.159589,0.0337119,0.0074712,1.4694366,14.2697427
2016-04-01 22:00:00,0.161849,1.26089,0.126781,0.170294,0.030958,0.277343,1.25422,0.245395,0.238391,3.766121,0.391567,0.762059,1.99986,0.332102,0.11621,0.471188,2.29064,0.708784,0.100193,7.172603,0.298078,0.236507,1.49356,0.482681,0.239755,0.386564,1.46981,0.384742,0.0650277,5.0567247,0.314071,0.581589,1.71336,0.586322,0.0370354,0.400161,0.218112,0.340092,0.0611038,4.2518462,20.2472949
2016-04-01 23:00:00,0.404146,0.0381507,1.22487,0.154004,0.508771,0.27458,0.0506304,0.596431,0.0760482,3.3276313,0.0833816,0.143694,0.236716,0.37103,0.133455,0.464511,0.963514,0.0637086,0.101802,2.5618122,0.253087,0.397502,2.62148,0.0664484,0.195843,0.39505,0.213476,0.0838678,0.297112,4.5238662,0.529585,0.673678,0.713,0.0915907,0.0713231,0.576362,0.132691,0.358232,0.601304,3.7477658,14.1610755
2016-04-02 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-02 01:00:00,0.419144,0.185814,0.336445,0.274852,0.114101,0.324262,0.736405,0.453231,0.226894,3.071148,0.138599,0.750262,0.347435,0.330943,0.0244924,0.939767,0.614231,0.0130088,0.448134,3.6068722,0.485831,0.0168895,0.617016,0.324248,0.0680395,0.358213,0.548281,0.0401327,0.492443,2.9510937,0.541586,0.53767,0.598023,0.0224162,0.171685,0.168265,0.143023,0.173624,0.150565,2.5068572,12.1359711
2016-04-02 02:00:00,0.219546,0.7726,0.544795,0.0657784,0.117844,0.409834,0.891457,0.280483,0.208992,3.5113294,0.0310122,0.80029,2.02981,0.0309245,0.107135,0.0205606,0.150068,0.0146286,0.0415783,3.2260072,0.0149532,0.0331214,1.57905,0.0119133,0.0535859,0.217854,0.597558,0.175599,0.212025,2.8956598,0.252264,0.315683,0.484204,0.244371,0.400143,0.615062,0.950041,0.125315,0.105581,3.492664,13.1256604
2016-04-02 03:00:00,0.295875,0.143772,2.73072,0.176777,0.359576,5.80055,0.189833,0.408522,0.202456,10.308081,0.223378,0.31871,0.142879,0.283306,0.320008,0.476676,0.56288,0.255509,0.205532,2.788878,0.264447,0.633578,1.62635,0.319148,0.357732,0.0902679,2.7232,1.14841,0.185598,7.3487309,0.502189,0.133028,0.887108,0.287446,0.43345,54.93806,0.39873,0.379781,0.0267766,57.9865686,78.4322585
2016-04-02 04:00:00,0.0466569,0.228343,1.04218,0.12961,0.255214,9.62682,2.40938,1.03237,0.261617,15.0321909,0.282639,0.313157,0.452893,0.158541,0.156115,0.619144,0.190944,0.593399,0.216909,2.983741,0.0163761,0.134299,0.525919,0.0242242,0.163406,0.403787,1.53005,0.0792467,0.454984,3.332292,0.323303,0.792754,2.02966,0.211979,0.129138,88.53254,0.340548,0.323699,0.171206,92.854827,114.2030509
2016-04-02 05:00:00,0.0341467,0.190161,1.96427,0.293223,0.123225,2.93062,0.0107267,0.687612,0.222823,6.4568074,0.0307717,0.21878,1.5085,0.478385,0.119141,0.383726,0.241111,0.144788,0.287092,3.4122947,0.202701,0.0504667,1.81087,0.131082,0.64415,0.184801,0.262215,0.257363,0.252675,3.7963237,0.262339,0.182361,3.29536,0.3219,0.0268431,26.74166,0.540633,0.257004,0.246884,31.8749841,45.5404099
2016-04-02 06:00:00,0.29775,0.298744,1.32701,0.0228912,0.28003,0.426847,0.400332,0.670516,0.25848,3.9826002,0.00383154,0.379414,1.67572,0.0496604,0.157049,0.0975712,0.605779,0.172941,0.546353,3.68831914,0.181822,0.23178,3.71109,0.244089,0.132413,0.585413,0.552875,0.0685353,0.0981315,5.8061488,0.278871,0.4203,0.692593,0.237839,0.285396,0.223367,0.380607,0.902268,0.309545,3.730786,17.20785414
2016-04-02 07:00:00,0.193642,0.0880139,2.30778,0.465914,0.29315,0.163253,0.631516,0.328057,0.0427897,4.5141156,0.0662188,0.525801,1.14865,0.332064,0.185936,0.683389,0.307102,0.585034,0.458859,4.2930538,0.0566491,0.200505,2.46653,0.138534,0.460673,0.245195,2.41157,1.32191,0.0540256,7.3555917,0.312813,0.0776325,0.857199,0.0621533,0.327437,0.261629,2.99737,0.538731,0.207996,5.6429608,21.8057219
2016-04-02 08:00:00,0.297009,0.98867,0.372212,0.0603826,0.206986,0.559366,0.113426,0.0325469,0.243255,2.8738535,0.557578,0.069863,2.36543,0.0777494,0.405257,0.497905,0.416646,0.754578,0.182943,5.3279494,0.396863,0.151797,0.502807,0.0256158,0.42478,0.537014,0.150068,0.390314,0.379865,2.9591238,0.324397,0.342931,1.60518,0.317472,0.0410121,0.502554,1.98952,0.0743579,0.20795,5.405374,16.5663007
2016-04-02 09:00:00,0.0716124,0.29075,1.62024,0.38928,0.21322,0.464962,0.162933,0.468649,0.128814,3.8104604,0.256327,0.631416,0.708596,0.0265757,0.144261,0.411933,0.703951,0.689398,0.147594,3.7200517,0.280063,0.81926,0.607803,0.0495964,0.201844,0.327147,0.153918,0.288809,0.174835,2.9032754,0.126937,0.751181,0.100491,0.304829,0.0359026,1.08545,0.258117,0.71176,0.298319,3.6729866,14.1067741
2016-04-02 10:00:00,0.275278,0.151101,3.98593,0.0238186,0.101197,36.08926,0.159333,0.45354,0.0625412,41.3019988,0.457838,0.929112,0.513739,0.249277,0.402147,0.480179,0.475595,0.564445,0.406817,4.479149,0.122137,0.11727,1.08798,0.158822,0.338916,0.700996,1.81392,0.751101,0.162519,5.253661,0.422663,0.599428,0.779459,0.0943977,0.382888,,1.15854,0.15102,0.146088,3.7344837,54.7692925
2016-04-02 11:00:00,0.33449,0.0761568,5.8452,0.297354,0.313765,0.687499,0.482951,0.63753,0.111071,8.7860168,0.0530652,0.0983831,2.64384,0.338429,0.374205,0.649327,0.318167,0.62602,0.317036,5.4184723,0.23622,0.506522,2.07491,0.144675,0.241115,0.679315,0.155889,0.533446,0.105239,4.677331,0.0143753,0.516634,2.77583,0.396838,0.16746,0.700949,0.255712,0.74716,0.258256,5.8332143,24.7150344
2016-04-02 12:00:00,0.191907,0.123138,1.19669,0.0975331,18.03984,0.379747,0.328671,0.103841,14.08057,34.5419371,0.13044,0.482328,1.61539,0.145024,0.238976,0.188155,0.141153,0.309689,0.0654333,3.3165883,0.239039,0.543606,0.765958,0.174326,0.669847,0.628296,0.23421,0.0895337,0.0827827,3.4275984,0.0569623,0.29947,0.151676,0.184877,,0.166671,2.89844,0.43062,,4.1887163,45.4748401
2016-04-02 13:00:00,0.64877,0.376812,2.66781,0.428973,0.451438,0.246143,1.12484,0.457124,0.178131,6.580041,0.270406,0.673308,0.731977,0.265447,0.270748,0.37539,0.309113,0.728494,0.300223,3.925106,0.0405078,0.304837,0.120452,0.421332,0.174896,0.395662,0.494588,0.093832,0.0830369,2.1291437,0.285525,0.875536,1.91028,0.531805,0.114671,0.526315,0.118137,0.809375,0.0846306,5.2562746,17.8905653
2016-04-02 14:00:00,0.0815633,0.282935,1.93806,0.455156,0.459604,0.522767,0.12371,0.742678,0.220299,4.8267723,0.129968,0.114338,1.47398,0.0112824,0.19133,0.442851,0.175067,0.149831,0.354268,3.0429154,0.12367,0.219331,1.44466,0.215537,0.2197,0.713386,0.264847,0.777652,0.0859592,4.0647422,0.12731,0.101538,0.456911,0.10836,0.218777,0.305359,0.162346,1.11245,0.184064,2.777115,14.7115449
2016-04-02 15:00:00,0.358652,0.117645,1.85382,0.265027,0.426486,0.522158,0.859067,0.520765,0.576609,5.500229,0.23448,0.778458,1.59427,0.242757,0.44522,0.523211,0.165015,0.301824,0.130147,4.415382,0.0879218,0.28223,2.36397,0.420039,0.069568,0.715069,0.190506,0.380608,0.0265757,4.5364875,0.270016,0.0452389,0.148012,0.36384,0.501425,0.343418,0.51685,0.286517,0.116773,2.5920899,17.0441884
2016-04-02 16:00:00,0.177439,0.1777,1.5176,0.217088,0.484017,0.164237,0.272664,0.34436,0.346474,3.701579,0.331038,0.0559627,3.00526,0.321072,0.115508,0.288958,0.300114,0.790658,0.00749758,5.21606828,0.0317947,0.856833,0.192401,0.151732,0.00448124,0.391682,0.405937,0.72088,0.297371,3.05311194,0.106402,0.439957,1.04601,0.248647,0.169644,0.676463,0.559701,0.535908,0.397933,4.180665,16.15142422
2016-04-02 17:00:00,0.265883,0.348686,2.81238,0.422124,0.0327251,0.496958,0.700557,0.123686,0.00373241,5.20673151,0.332387,0.102108,3.40071,0.190503,0.298561,0.309971,0.405469,0.62087,0.0169263,5.6775053,0.29423,0.503167,1.25291,0.603154,0.489883,0.44649,0.192936,0.624335,0.691258,5.098363,0.0707958,0.214186,1.15031,0.0453826,0.230201,0.470797,0.3618,0.0753483,0.305937,2.9247577,18.90735751
2016-04-02 18:00:00,0.166033,0.59308,3.71437,0.15635,0.275936,0.273741,2.12512,0.242655,0.159166,7.706451,0.208241,0.13839,0.957869,0.0325593,0.396615,0.510221,0.547391,0.696078,0.0764745,3.5638388,0.593697,0.644588,0.45098,0.410083,0.00554216,0.0837614,0.624323,0.222479,0.260527,3.29598056,0.148164,0.249467,2.11321,0.210038,0.114235,0.406695,0.186828,0.0223005,0.286185,3.7371225,18.30339286
2016-04-02 19:00:00,0.169396,0.299321,0.990118,0.00894458,0.242303,0.397192,3.23089,0.475491,0.118592,5.93224758,0.348079,0.315332,2.30917,0.141712,0.16054,0.376391,0.0308989,0.497608,0.265196,4.4449269,0.346854,0.339859,1.48195,0.360292,0.318765,0.406924,0.256642,0.135111,0.591179,4.237576,0.0466978,0.279014,2.98143,0.368267,0.0186703,0.13825,0.955561,0.289858,0.211611,5.2893591,19.90410958
2016-04-02 20:00:00,0.334778,0.230835,0.882471,0.462292,9.373562,0.59736,0.452775,0.210307,0.77341,13.31779,0.10275,0.228252,0.269507,0.0744315,0.103249,0.301577,0.281942,0.478143,0.112403,1.9522545,0.0643571,0.244476,0.532253,0.138255,0.158108,0.56558,0.26347,0.425338,0.0354873,2.4273244,0.411176,0.24106,0.798249,0.0930939,,0.144325,0.126392,0.517758,0.313927,2.6459809,20.3433498
2016-04-02 21:00:00,0.164837,0.274961,1.10585,0.334011,0.227866,0.903733,0.111394,0.605527,0.307118,4.035297,0.0164038,0.128586,1.32157,0.112453,0.307855,0.186161,0.714853,0.0991928,0.479843,3.3669176,0.126771,0.020654,0.982292,0.253833,0.174326,0.754739,0.375247,0.234989,0.307577,3.230428,0.0316234,0.487533,1.21055,0.306236,0.257762,0.739564,0.433835,0.232286,0.270488,3.9698774,14.60252
2016-04-02 22:00:00,0.071305,0.718881,1.2749,0.0197454,0.202915,0.340913,1.21112,0.380485,0.738121,4.9583854,0.580649,0.0688266,3.02095,0.106043,0.22952,0.12278,0.343629,0.590618,0.0724228,5.1354384,0.365752,0.256416,1.0871,0.349087,0.134378,0.655953,1.49034,0.465049,0.451809,5.255884,0.148218,0.295781,0.195039,0.300188,0.268294,0.451567,0.644445,0.736099,4.90566,7.945291,23.2949988
2016-04-02 23:00:00,0.0317544,0.470055,0.930517,0.426835,0.0568469,0.612623,1.46547,0.94874,0.400168,5.3430093,0.145914,0.266724,1.20062,0.302031,0.0846849,0.0847191,0.113643,0.107452,0.0641833,2.3699713,0.0669259,0.699788,2.17722,0.113563,0.0664866,0.681935,1.3113,0.31605,0.227866,5.6611345,0.199166,0.124694,0.603212,0.312606,0.205991,0.321245,0.174403,0.474401,0.133083,2.548801,15.9229161
2016-04-03 00:00:00,0.130586,1.15709,0.483052,0.381174,0.0745432,4.49753,0.776443,0.0924586,0.0787807,7.6716575,0.057853,0.306265,1.59205,0.00105381,0.354763,0.482539,0.737747,0.470948,0.144945,4.14816381,0.418392,0.969116,0.794985,0.0267763,0.0903127,0.261357,0.882124,0.102229,0.181853,3.727145,0.340634,0.195976,0.685932,0.0722813,0.511417,42.23866,0.262607,0.909279,0.306977,45.5237633,61.07072961
2016-04-03 01:00:00,0.32695,0.531419,0.843205,0.609414,0.444024,0.146218,0.630143,0.0166759,0.426835,3.9748839,0.140673,1.00538,0.608657,0.0345279,0.218993,0.700664,0.014513,0.436848,0.166514,3.3267699,0.175883,0.308046,0.358428,0.17542,0.0876277,0.55497,0.601861,0.601348,0.421643,3.2852267,0.188021,0.136098,1.74874,0.0839617,0.253119,0.298021,0.732158,0.458639,0.345097,4.2438547,14.8307352
2016-04-03 02:00:00,0.179593,0.292918,1.05969,0.242303,0.0984044,0.545655,0.510446,0.484357,0.104777,3.5181434,0.253848,0.00391385,2.66253,0.0849016,0.29972,0.121776,1.35178,0.159581,0.437457,5.37550745,0.243869,0.440017,1.27937,0.471536,0.199778,0.167064,0.2961,0.407237,0.0354568,3.5404278,0.335258,0.640694,1.05795,0.303532,0.145898,0.284595,0.411181,0.485452,0.117344,3.781904,16.21598265
2016-04-03 03:00:00,0.115341,0.198087,1.23983,0.0657784,0.258943,0.534547,0.789909,0.347633,0.0235253,3.5735937,0.286453,0.0720086,1.22599,0.230619,0.00897096,0.474786,0.31229,0.722487,0.30504,3.63864456,0.543576,0.243286,0.992555,0.0189208,0.315152,3.56109,0.217289,0.755576,0.321017,6.9684618,0.0584006,0.523951,0.150608,0.0104289,0.313855,0.332565,0.0128731,0.461455,0.0637595,1.9278961,16.10859616
2016-04-03 04:00:00,0.23031,0.0605993,1.24921,0.274343,0.194392,0.276067,0.529051,0.372209,0.210493,3.3966743,0.0747294,0.761075,1.15371,0.40614,0.310364,0.209109,0.54252,1.06216,0.353261,4.8730684,0.0227489,0.259421,1.89396,0.366119,0.149871,0.150106,0.497692,0.234489,0.219146,3.7935529,0.100834,0.696862,0.399312,0.368966,0.396863,0.415445,0.623966,0.755304,0.434268,4.19182,16.2551156
2016-04-03 05:00:00,0.339735,0.462885,1.71142,0.00296343,0.353918,0.440069,0.113493,0.542181,0.402658,4.36932243,0.181024,0.64601,1.23111,0.304706,0.121113,0.655849,0.560925,0.337833,0.494464,4.533034,0.044596,0.398784,1.11761,0.198829,0.21434,0.522398,0.618485,0.567012,0.145104,3.827158,0.25628,0.154539,2.05653,0.224271,0.273966,0.568442,1.39718,0.145162,0.135698,5.212068,17.94158243
2016-04-03 06:00:00,0.0204592,0.945782,3.61539,0.218516,0.426167,0.454261,0.78233,0.657166,0.0698518,7.189923,0.0249887,1.0983,0.119581,0.0505082,0.0925286,0.415246,0.658738,0.606645,0.372623,3.4391585,0.170681,0.977847,0.146592,0.176854,0.323081,0.0373135,0.14665,0.373988,0.72643,3.0794365,0.198926,0.124907,1.63844,0.239772,0.321753,0.282365,0.384103,0.10585,0.0323945,3.3285105,17.0370285
2016-04-03 07:00:00,0.236718,0.159371,2.54514,0.0277763,0.175267,0.0326205,1.28099,0.126324,0.225674,4.8098808,0.0344505,0.457128,0.314607,0.285078,0.0344505,0.423994,1.27106,0.313828,0.274196,3.408792,0.0325593,0.310809,0.0528382,0.504802,0.318437,0.381929,0.0549546,0.175736,0.100107,1.9321721,0.118742,0.805531,0.303503,0.289741,0.0448029,0.369752,0.0139239,1.17423,0.327063,3.4472888,13.5981337
2016-04-03 08:00:00,0.215614,0.164289,1.21218,0.208226,0.225705,0.411673,0.171514,0.167446,0.484689,3.261336,0.120335,0.792205,1.4751,0.0309684,0.152346,0.220639,1.07039,0.450269,0.0658359,4.3780883,0.257044,0.229852,0.257589,0.445968,0.413541,0.175018,0.100183,0.358448,0.0438086,2.2814516,0.266222,0.637007,0.325336,0.571079,0.0635858,0.0970861,0.230927,0.0850374,0.00852258,2.28480288,12.20567878
2016-04-03 09:00:00,0.355135,0.296033,1.51497,0.286017,0.580462,0.252584,0.813885,0.529409,0.101007,4.729502,0.056906,0.034522,1.12528,0.0411507,0.0517396,0.415783,1.23027,0.355647,0.0300367,3.341335,0.0871548,0.691871,0.532828,0.270895,0.108411,0.459566,0.909742,1.07087,0.35744,4.4887778,0.265834,0.255733,1.10512,0.191253,0.185046,0.210767,0.457548,0.387896,0.636885,3.696082,16.2556968
2016-04-03 10:00:00,0.0288156,0.343225,0.280103,0.0158549,0.0127044,0.259483,2.59767,0.260359,0.430422,4.2286369,0.242542,0.970091,0.305081,0.347135,0.0860443,0.58579,0.125254,0.0748526,0.0214169,2.7582068,0.460316,0.147606,2.3204,0.106128,0.161426,0.253566,1.59265,0.673988,0.407079,6.123159,0.246522,0.144607,3.28804,0.0191706,0.219115,0.382421,0.233504,0.430706,0.452249,5.4163346,18.5263373
