RowLabels,AGOC-3A,Appluimonia,Chlorodinine,Methylosmolene,GrandTotal
2016-04-04 09:00:00,3.146856,5.879593,15.1753096,2.6565043,26.8582629
2016-04-04 10:00:00,3.0130002,2.577655,15.7001741,5.12990643,26.42073573
2016-04-04 11:00:00,2.3900613,4.2341038,16.3457464,2.38023501,25.35014651
2016-04-04 12:00:00,4.746296,2.357941,15.06186482,4.5875164,26.75361822
2016-04-04 13:00:00,4.4483301,5.1902071,5.1590009,4.3065358,19.1040739
2016-04-04 14:00:00,4.2496312,4.60794768,3.74108291,5.3831253,17.98178709
2016-04-04 15:00:00,5.0554773,1.8197172,5.6247675,2.624133,15.124095
2016-04-04 16:00:00,5.6198415,4.877802,4.9529866,3.40057922,18.85120932
2016-04-04 17:00:00,2.8022918,3.5872184,4.2413396,4.7076462,15.338496
2016-04-04 18:00:00,3.4160518,4.0088402,5.8645984,3.235182,16.5246724
2016-04-04 19:00:00,2.3391145,3.8207473,6.3947532,2.12187162,14.67648662
2016-04-04 20:00:00,2.8727226,3.9542592,5.860232,5.63989351,18.32710731
2016-04-04 21:00:00,6.052399,3.4254845,3.9117191,4.36857405,17.75817665
2016-04-04 22:00:00,4.4163738,3.6996394,3.2037553,5.8383786,17.1581471
2016-04-04 23:00:00,3.0562213,3.1052796,4.43440867,3.551241,14.14715057
2016-04-05 00:00:00,2.848824,5.04272399,3.8058048,5.9843931,17.68174589
2016-04-05 01:00:00,3.2516951,5.3968486,5.2207005,8.691317,22.5605612
2016-04-05 02:00:00,1.9822512,4.19616597,2.7670359,3.5081423,12.45359537
2016-04-05 03:00:00,4.6933708,6.1682819,4.9559855,3.1071165,18.9247547
2016-04-05 04:00:00,4.4916009,4.238473,2.366495,3.4912751,14.587844
2016-04-05 05:00:00,3.8185273,3.8871099,2.4998797,3.8644132,14.0699301
2016-04-05 06:00:00,5.1247903,2.3504357,3.404813,5.66254626,16.54258526
2016-04-05 07:00:00,5.0931106,4.87990842,3.6898014,4.640623,18.30344342
2016-04-05 08:00:00,5.493569,5.6477598,4.0491118,4.9509872,20.1414278
2016-04-05 09:00:00,2.4919639,4.1835593,5.2778007,3.0607137,15.0140376
2016-04-05 10:00:00,2.0144457,4.716494,3.4156029,3.9846657,14.1312083
2016-04-05 11:00:00,7.7719712,2.268003,2.6701296,4.8473579,17.5574617
2016-04-05 12:00:00,3.6393456,3.2861061,4.9965858,4.172282,16.0943195
2016-04-05 13:00:00,2.2649196,4.3644734,4.942984,3.8221945,15.3945715
2016-04-05 14:00:00,5.2996386,3.190072,6.1190607,4.9630342,19.5718055
2016-04-05 15:00:00,5.8467704,4.9837315,3.9031973,3.3779831,18.1116823
2016-04-05 16:00:00,3.0850452,3.26802847,4.8857734,3.3014653,14.54031237
2016-04-05 17:00:00,4.2438216,3.1620458,3.1301217,4.8490707,15.3850598
2016-04-05 18:00:00,7.9845929,5.6053758,2.78668782,2.6880832,19.06473972
2016-04-05 19:00:00,3.29678,2.7903439,3.6851472,5.263154,15.0354251
2016-04-05 20:00:00,3.4253755,4.943329,4.70496212,4.59911862,17.67278524
2016-04-05 21:00:00,2.528526,4.4083476,4.245842,4.450116,15.6328316
2016-04-05 22:00:00,2.9677427,2.8903209,1.5637016,3.6147662,11.0365314
2016-04-05 23:00:00,4.0261509,6.4673598,4.3982039,6.0481332,20.9398478
2016-04-06 01:00:00,4.8097745,5.127413,2.0517143,3.6451192,15.634021
2016-04-06 02:00:00,3.011503,5.280693,11.9686175,2.7419311,23.0027446
2016-04-06 03:00:00,3.785928,3.1519856,3.7098225,5.726629,16.3743651
2016-04-06 04:00:00,3.8664382,5.763519,5.675323,2.524186,17.8294662
2016-04-06 05:00:00,2.3722702,3.45263204,2.2975193,3.68799,11.81041154
2016-04-06 06:00:00,80.438413,2.753903,4.0696303,2.5233844,89.7853307
2016-04-06 07:00:00,98.0607555,4.0422217,4.6626836,2.8496157,109.6152765
2016-04-06 08:00:00,6.6759998,4.810282,2.973144,5.69169512,20.15112092
2016-04-06 09:00:00,2.9007291,2.9293323,2.2516006,3.3827021,11.4643641
2016-04-06 10:00:00,3.9319564,3.9818328,2.8747809,4.5315394,15.3201095
2016-04-06 11:00:00,3.2104518,2.5815824,6.7832381,3.7866033,16.3618756
2016-04-06 12:00:00,11.0359363,1.7009001,4.5494889,2.7393457,20.025671
2016-04-06 13:00:00,74.094533,4.4130851,5.344024,3.2479665,87.0996086
2016-04-06 14:00:00,12.9446114,6.2871101,4.5143786,3.340372,27.0864721
2016-04-06 15:00:00,5.0044629,4.39999185,1.5977922,7.170295,18.17254195
2016-04-06 16:00:00,7.7127174,2.9562219,1.7905988,3.4910724,15.9506105
2016-04-06 17:00:00,5.602704,4.09754,6.093716,5.084141,20.878101
2016-04-06 18:00:00,3.9621884,5.981372,2.5941562,6.4055113,18.9432279
2016-04-06 19:00:00,4.308955,3.56796518,2.2055964,2.7269487,12.80946528
2016-04-06 20:00:00,4.1372342,5.1740594,4.44260055,2.4844889,16.23838305
2016-04-06 21:00:00,2.5177984,4.846341,2.3563386,5.1556906,14.8761686
2016-04-06 22:00:00,3.669588,5.1263725,7.0406189,2.5310315,18.3676109
2016-04-06 23:00:00,4.5784426,3.8673004,4.0531349,3.7531356,16.2520135
2016-04-07 00:00:00,5.6352708,5.924734,8.372234,16.7517472,36.683986
2016-04-07 01:00:00,3.0475192,12.07681029,9.629058,7.31654878,32.06993627
2016-04-07 02:00:00,8.8776416,8.5228549,7.9735419,41.978805,67.3528434
2016-04-07 03:00:00,4.80185533,6.191905,2.7414882,10.6306553,24.36590383
2016-04-07 04:00:00,7.6308262,6.08483743,7.3910357,12.96285853,34.06955786
2016-04-07 05:00:00,3.6912788,3.2111203,6.1891882,9.07716387,22.16875117
2016-04-07 06:00:00,2.379071,3.1316438,6.994898,6.5454783,19.0510911
2016-04-07 07:00:00,4.17434,5.618248,4.794481,3.353726,17.940795
2016-04-07 08:00:00,2.0330777,3.1052099,3.1536026,4.399485,12.6913752
2016-04-07 09:00:00,3.052107,4.21970795,4.5308165,5.0709078,16.87353925
2016-04-07 10:00:00,4.4648012,3.0378182,2.44512859,3.1294489,13.07719689
2016-04-07 11:00:00,3.56153489,5.719841,2.0311188,4.3919344,15.70442909
2016-04-07 12:00:00,14.2148205,4.6933004,4.6160772,4.773328,28.2975261
2016-04-07 13:00:00,13.138033,2.9820825,5.008776,2.4321084,23.5609999
2016-04-07 14:00:00,5.4492415,3.9791179,2.9213313,3.47516941,15.82486011
2016-04-07 15:00:00,7.5178515,6.01808355,3.9395582,4.1779339,21.65342715
2016-04-07 16:00:00,5.8254266,3.8504316,2.752884,3.5961327,16.0248749
2016-04-07 17:00:00,9.157069,3.826526,5.49082425,4.0387649,22.51318415
2016-04-07 18:00:00,6.6014958,6.843317,5.1979926,6.592349,25.2351544
2016-04-07 19:00:00,3.2776767,3.6358317,4.58845683,3.422759,14.92472423
2016-04-07 20:00:00,10.025666,6.010248,3.2811535,3.8184821,23.1355496
2016-04-07 21:00:00,4.069608,5.8548109,2.36538788,3.4387262,15.72853298
2016-04-07 22:00:00,2.7474952,3.1312794,7.3088299,3.801091,16.9886955
2016-04-07 23:00:00,5.3036226,6.2806557,3.58733469,12.5057219,27.67733489
2016-04-08 00:00:00,5.28564373,5.463023,3.6653396,15.3230485,29.73705483
2016-04-08 01:00:00,2.3022873,2.80601385,8.110874,2.9008187,16.11999385
2016-04-08 02:00:00,5.5340121,2.8559032,7.6086113,1.9083539,17.9068805
2016-04-08 03:00:00,3.7944959,5.2211399,5.067186,11.82764955,25.91047135
2016-04-08 04:00:00,3.8405259,3.052479,3.0946302,2.8598169,12.847452
2016-04-08 05:00:00,4.6957881,2.3045824,3.67632626,2.20141457,12.87811133
2016-04-08 06:00:00,21.5799372,2.6656068,5.681665,6.0559272,35.9831362
2016-04-08 07:00:00,2.4429089,4.4872718,5.78153009,6.053145,18.76485579
2016-04-08 08:00:00,26.702445,2.857547,6.00246453,2.5348704,38.09732693
2016-04-08 09:00:00,5.2902342,6.578974,5.6477762,3.1033642,20.6203486
2016-04-08 10:00:00,3.4273173,4.1397814,2.8351878,3.0238944,13.4261809
2016-04-08 11:00:00,5.547441,2.477882,2.3151687,3.8099787,14.1504704
2016-04-08 12:00:00,42.391029,2.8945013,4.1207568,2.058152,51.4644391
2016-04-08 13:00:00,4.1554427,2.4009841,8.0713034,9.474724,24.1024542
2016-04-08 14:00:00,15.723257,2.6272125,4.6258544,6.1719418,29.1482657
2016-04-08 15:00:00,3.2488045,4.0170204,3.903587,3.7867563,14.9561682
2016-04-08 16:00:00,6.5554013,3.646716,4.7556453,3.409298,18.3670606
2016-04-08 17:00:00,13.4217115,4.05261204,3.713563,4.5682456,25.75613214
2016-04-08 18:00:00,3.439941,1.7072192,4.5246593,4.0739859,13.7458054
2016-04-08 19:00:00,4.26330949,4.0316748,5.251139,7.2265706,20.77269389
2016-04-08 20:00:00,5.072151,3.6751736,2.8255402,4.6565929,16.2294577
2016-04-08 21:00:00,3.9196163,2.16867195,2.9277523,3.2969492,12.31298975
2016-04-08 22:00:00,2.4878407,4.5864401,2.723721,5.7845476,15.5825494
2016-04-08 23:00:00,2.23968,1.7433473,4.6006129,3.822771,12.4064112
2016-04-09 00:00:00,4.258483,2.6057473,5.256666,3.9418302,16.0627265
2016-04-09 01:00:00,12.1471158,2.7622965,3.5294979,99.9858999,118.4248101
2016-04-09 02:00:00,3.449401,3.1750594,3.491838,10.27331553,20.38961393
2016-04-09 03:00:00,3.7335186,6.803018,3.463024,4.120276,18.1198366
2016-04-09 04:00:00,5.0870679,2.49382064,4.130245,4.22598,15.93711354
2016-04-09 05:00:00,3.9397506,3.215749,3.3899284,3.1409035,13.6863315
2016-04-09 06:00:00,5.0162646,3.681111,3.1919275,2.58181,14.4711131
2016-04-09 07:00:00,4.392834,4.2089599,3.1326933,4.26994795,16.00443515
2016-04-09 08:00:00,4.664889,2.5873497,4.987311,5.026253,17.2658027
2016-04-09 09:00:00,1.7378485,2.618379,6.3438971,4.5703013,15.2704259
2016-04-09 10:00:00,5.47266175,5.3802243,3.4542144,5.5692861,19.87638655
2016-04-09 11:00:00,1.5991007,7.3920126,3.6179218,5.0642125,17.6732476
2016-04-09 12:00:00,5.881261,4.165467,4.6635458,4.2192391,18.9295129
2016-04-09 13:00:00,4.00258258,2.5250076,6.1230093,4.6614678,17.31206728
2016-04-09 14:00:00,4.913677,3.797114,8.6012208,2.6526187,19.9646305
2016-04-09 15:00:00,2.34756656,2.70608436,14.19389231,2.326161,21.57370423
2016-04-09 16:00:00,8.8701942,4.214241,4.7245014,4.1889,21.9978366
2016-04-09 17:00:00,2.839783,3.8150204,3.81994888,1.49154069,11.96629297
2016-04-09 18:00:00,5.14577087,2.76209804,3.020006,6.9436528,17.87152771
2016-04-09 19:00:00,3.4835802,4.3830153,4.762231,2.5981991,15.2270256
2016-04-09 20:00:00,3.542327,5.236287,4.0516201,3.398884,16.2291181
2016-04-09 21:00:00,7.0888569,2.8133969,5.64564934,5.736896,21.28479914
2016-04-09 22:00:00,2.813066,3.0328397,2.7437952,6.1250148,14.7147157
2016-04-09 23:00:00,2.65115526,5.6903945,3.039517,4.591616,15.97268276
2016-04-10 00:00:00,4.8294094,2.7037908,4.3944989,7.548951,19.4766501
2016-04-10 01:00:00,6.0688591,7.8022334,3.7389525,2.37128322,19.98132822
2016-04-10 02:00:00,4.1645212,3.571641,2.2153934,1.8892066,11.8407622
2016-04-10 03:00:00,2.7141426,2.5123813,3.1747117,2.6170956,11.0183312
2016-04-10 04:00:00,3.4758538,5.33675,3.3928933,6.7932998,18.9987969
2016-04-10 05:00:00,3.10630614,2.8072476,3.02146469,4.0006492,12.93566763
2016-04-10 06:00:00,6.1222386,2.929804,4.3066204,4.5775288,17.9361918
2016-04-10 07:00:00,4.5339387,5.679088,4.40590362,2.73544,17.35437032
2016-04-10 08:00:00,5.92880442,4.4188987,2.928163,2.690256,15.96612212
2016-04-10 09:00:00,5.5484864,7.5223927,6.897875,4.8422033,24.8109574
2016-04-10 10:00:00,3.8443706,3.197737,3.16515222,2.2842643,12.49152412
2016-04-10 11:00:00,4.1180703,4.861896,4.1071666,2.9907121,16.077845
2016-04-10 12:00:00,2.4018346,3.520699,2.3124139,3.8327542,12.0677017
2016-04-10 13:00:00,4.2363513,2.6646917,4.3422507,5.7523607,16.9956544
2016-04-10 14:00:00,3.286899,3.5061062,7.97012509,3.59042976,18.35356005
2016-04-10 15:00:00,3.3779982,3.6834498,6.0029593,5.91162,18.9760273
2016-04-10 16:00:00,3.877428,3.2271796,10.2574821,2.6951147,20.0572044
2016-04-10 17:00:00,8.9464196,3.2811358,7.5116033,4.90680887,24.64596757
2016-04-10 18:00:00,3.2681098,3.7358153,3.1353566,4.062629,14.2019107
2016-04-10 19:00:00,7.513366,1.72675955,2.6515136,5.256457,17.14809615
2016-04-10 20:00:00,3.222616,4.28599002,3.8447885,4.589679,15.94307352
2016-04-10 21:00:00,5.3301122,4.0793696,3.53145873,6.245152,19.18609253
2016-04-10 22:00:00,3.4712971,4.2352809,2.4405576,4.75620188,14.90333748
2016-04-10 23:00:00,6.751381,3.1429305,5.00634,3.5684995,18.469151
2016-04-11 00:00:00,3.6131102,3.0245739,1.7598046,1.8503884,10.2478771
2016-04-11 01:00:00,6.65104671,4.044309,2.421831,30.596415,43.71360171
2016-04-11 02:00:00,2.2354322,5.5372007,4.3018102,5.268997,17.3434401
2016-04-11 03:00:00,7.3874054,3.90955785,3.3445068,46.692809,61.33427905
2016-04-11 04:00:00,6.5528404,8.011878,7.2048305,3.125111,24.8946599
2016-04-11 05:00:00,4.19760328,2.7689127,6.386184,3.5127192,16.86541918
2016-04-11 06:00:00,10.6203218,5.002947,6.9209481,3.2260388,25.7702557
2016-04-11 07:00:00,6.045829,3.98794073,2.980113,5.3539032,18.36778593
2016-04-11 08:00:00,3.5789766,4.114734,4.510551,3.542301,15.7465626
2016-04-11 09:00:00,4.1538385,3.1457478,4.8508897,3.6536768,15.8041528
2016-04-11 10:00:00,3.0113201,2.1119298,4.1141145,3.475789,12.7131534
2016-04-11 11:00:00,3.8748558,6.270739,5.241579,4.1823578,19.5695316
2016-04-11 12:00:00,2.72747391,4.5509546,4.26324213,4.797858,16.33952864
2016-04-11 13:00:00,5.1676459,4.7538647,5.086305,3.6866449,18.6944605
2016-04-11 14:00:00,5.372073,1.56136824,3.1067165,3.6308674,13.67102514
2016-04-11 15:00:00,7.3453397,5.13679697,3.75157298,3.742131,19.97584065
2016-04-11 16:00:00,11.2127415,3.1215455,4.2367534,3.3821992,21.9532396
2016-04-11 17:00:00,3.0333324,4.347617,3.400727,2.2554232,13.0370996
2016-04-11 18:00:00,4.2019918,3.16549966,5.381107,2.939212,15.68781046
2016-04-11 19:00:00,3.0194084,4.9309663,4.76962977,3.4636456,16.18365007
2016-04-11 20:00:00,2.8836903,2.6823911,2.3345239,5.1074704,13.0080757
2016-04-11 21:00:00,3.580747,3.36643708,2.4610125,2.24038861,11.64858519
2016-04-11 22:00:00,7.0705001,4.6126454,5.2403465,5.4080598,22.3315518
2016-04-11 23:00:00,3.62163642,5.418288,3.7434791,6.201507,18.98491052
2016-04-12 00:00:00,2.468543,4.4038852,3.6005886,5.8395433,16.3125601
2016-04-12 01:00:00,4.835572,3.5995271,5.6184779,14.3648274,28.4184044
2016-04-12 02:00:00,3.734695,4.2995295,5.464533,2.3898292,15.8885867
2016-04-12 03:00:00,5.511896,5.5499683,3.9589599,3.2746164,18.2954406
2016-04-12 04:00:00,3.266408,4.191528,2.31874775,6.739831,16.51651475
2016-04-12 05:00:00,3.0650691,2.1795331,5.20960388,3.1558759,13.61008198
2016-04-12 06:00:00,12.6501212,4.8516443,8.672464,4.073698,30.2479275
2016-04-12 07:00:00,3.8407335,4.9822465,2.4436466,4.572093,15.8387196
2016-04-12 08:00:00,4.1649822,4.560016,3.9557657,3.0181792,15.6989431
2016-04-12 09:00:00,5.659368,3.600589,4.9791459,3.61731397,17.85641687
2016-04-12 10:00:00,6.466819,3.9032451,4.8411282,4.9545686,20.1657609
2016-04-12 11:00:00,24.437236,4.617144,5.0808981,4.4574691,38.5927472
2016-04-12 12:00:00,4.6420072,4.4141383,2.961138,4.381952,16.3992355
2016-04-12 13:00:00,9.5332438,3.811049,2.8611151,5.878549,22.0839569
2016-04-12 14:00:00,3.33183465,2.5748322,8.5352572,4.0717295,18.51365355
2016-04-12 15:00:00,22.7771567,3.223471,4.5908174,2.4569988,33.0484439
2016-04-12 16:00:00,5.04963838,6.817237,2.7773455,2.9539169,17.59813778
2016-04-12 17:00:00,3.9912359,5.4380961,1.9855758,3.30941304,14.72432084
2016-04-12 18:00:00,3.402278,8.107833,3.7773501,2.7403774,18.0278385
2016-04-12 19:00:00,3.8776913,2.7738783,3.2637595,3.848705,13.7640341
2016-04-12 20:00:00,2.0704016,3.5143757,2.7216661,3.372351,11.6787944
2016-04-12 21:00:00,5.554039,3.007071,3.514657,4.41495237,16.49071937
2016-04-12 22:00:00,1.330844,3.0681553,4.0907928,2.7096731,11.1994652
2016-04-12 23:00:00,7.3879841,3.3792267,6.77791101,3.426869,20.97199081
2016-04-13 00:00:00,4.9552215,3.0556,3.884623,2.450857,14.3463015
2016-04-13 01:00:00,4.644196,3.884988,2.8792418,2.3980475,13.8064733
2016-04-13 02:00:00,6.34121069,3.695803,1.9911889,5.8726185,17.90082109
2016-04-13 03:00:00,4.0077622,3.0631676,3.7144728,3.7569586,14.5423612
2016-04-13 04:00:00,5.0531696,2.7147005,3.5654276,3.580449,14.9137467
2016-04-13 05:00:00,3.4846029,3.565586,6.3301082,3.7471632,17.1274603
2016-04-13 06:00:00,4.3453986,3.3385828,3.08354,5.7931865,16.5607079
2016-04-13 07:00:00,5.2954897,3.440566,6.2767141,1.6549359,16.6677057
2016-04-13 08:00:00,4.2463958,5.4868903,8.710975,3.3594389,21.8037
2016-04-13 09:00:00,4.0738134,4.976723,5.98938241,4.98228964,20.02220845
2016-04-13 10:00:00,2.3685382,3.6668348,4.4342445,3.3902014,13.8598189
2016-04-13 11:00:00,4.550557,5.1399066,3.400467,4.6696667,17.7605973
2016-04-13 12:00:00,3.8002542,4.259999,4.234156,5.559392,17.8538012
2016-04-13 13:00:00,5.175131,4.805573,2.76741579,6.34862527,19.09674506
2016-04-13 14:00:00,5.86339622,3.753722,3.6204762,1.739833,14.97742742
2016-04-13 15:00:00,3.4745278,3.6396482,3.001212,7.414763,17.530151
2016-04-13 16:00:00,3.1414632,3.39455662,4.03781728,2.95705182,13.53088892
2016-04-13 17:00:00,5.163649,2.2543189,2.47923746,3.7659324,13.66313776
2016-04-13 18:00:00,5.247515,6.148153,3.8189987,5.2083315,20.4229982
2016-04-13 19:00:00,6.0285182,4.789018,3.557589,2.664769,17.0398942
2016-04-13 20:00:00,2.7646301,3.0827011,2.8615486,3.4261162,12.134996
2016-04-13 21:00:00,2.985503,4.8775766,4.1733719,4.042833,16.0792845
2016-04-13 22:00:00,3.864076,3.687647,2.5017659,3.15911722,13.21260612
2016-04-13 23:00:00,5.4965834,2.47052225,2.6057221,3.886593,14.45942075
2016-04-14 00:00:00,3.7905249,3.2256349,5.4265552,3.758322,16.201037
2016-04-14 01:00:00,2.2361787,3.43477206,4.6892427,2.2707826,12.63097606
2016-04-14 02:00:00,1.81848568,5.147356,3.8359029,5.191201,15.99294558
2016-04-14 03:00:00,4.2044217,4.6533811,4.077783,2.7452972,15.680883
2016-04-14 04:00:00,7.1695824,3.03476642,5.7526277,51.2219138,67.17889032
2016-04-14 05:00:00,2.3622362,2.7041547,6.766776,4.7066078,16.5397747
2016-04-14 06:00:00,6.3448388,2.7724883,3.7135337,3.0883277,15.9191885
2016-04-14 07:00:00,5.48467687,4.76385,3.1463173,3.5121832,16.90702737
2016-04-14 08:00:00,2.865688,1.94506146,5.3364957,4.931898,15.07914316
2016-04-14 09:00:00,3.686142,5.2694558,4.066244,5.2685989,18.2904407
2016-04-14 10:00:00,4.052014,2.2256899,2.8247134,4.6164903,13.7189076
2016-04-14 11:00:00,8.1892319,4.5249659,3.820569,3.909067,20.4438338
2016-04-14 12:00:00,2.3932434,4.5992493,8.388158,5.725922,21.1065727
2016-04-14 13:00:00,6.438594,4.19761,6.188922,5.536145,22.361271
2016-04-14 14:00:00,2.8160718,2.5867684,3.330024,4.657473,13.3903372
2016-04-14 15:00:00,33.056956,4.149707,4.8794025,3.798845,45.8849105
2016-04-14 16:00:00,2.3247938,3.798953,3.0501226,1.473331,10.6472004
2016-04-14 17:00:00,3.264755,2.7611364,4.1274973,4.3259956,14.4793843
2016-04-14 18:00:00,3.2356901,5.099771,2.6250258,5.27581238,16.23629928
2016-04-14 19:00:00,4.0522,3.18917986,6.171933,4.1162872,17.52960006
2016-04-14 20:00:00,4.128454,3.4276991,3.509591,3.7222649,14.788009
2016-04-14 21:00:00,5.134638,3.3076658,5.7350143,4.9414075,19.1187256
