date,chemical,monitor,reading,wind_direction,wind_speed,cum_sum,anomaly_count,dup_chem,dup_all,square_root,cube
4/4/2016 19:00,AGOC-3A,9,0.126214,353.6333333,1.4,55.83854421,,,,0.355266097,0.002010586
4/4/2016 20:00,AGOC-3A,9,0.106821,348.8666667,1.6,55.94536521,,,,0.326834821,0.001218905
4/4/2016 21:00,AGOC-3A,9,0.13623,344.1,1.8,56.08159521,,,,0.369093484,0.00252824
4/4/2016 22:00,AGOC-3A,9,0.100996,343.3,1.766666667,56.18259121,,,,0.317798678,0.001030179
4/4/2016 23:00,AGOC-3A,9,0.399941,342.5,1.733333333,56.58253221,,,,0.632408887,0.063971684
4/5/2016 0:00,AGOC-3A,9,0.0259063,341.7,1.7,56.60843851,,,,0.160954341,1.74E-05
4/5/2016 1:00,AGOC-3A,9,0.0342072,345,1.733333333,56.64264571,,,,0.184951886,4.00E-05
4/5/2016 2:00,AGOC-3A,9,0.0741519,348.3,1.766666667,56.71679761,,,,0.272308465,0.000407725
4/5/2016 3:00,AGOC-3A,9,0.175328,351.6,1.8,56.89212561,,,,0.418721865,0.005389567
4/5/2016 4:00,AGOC-3A,9,0.0431022,234.8333333,1.633333333,56.93522781,,,,0.207610693,8.01E-05
4/5/2016 5:00,AGOC-3A,9,0.106248,118.0666667,1.466666667,57.04147581,,,,0.325957052,0.001199395
4/5/2016 6:00,AGOC-3A,9,0.354042,1.3,1.3,57.39551781,,,,0.595014286,0.044377656
4/5/2016 7:00,AGOC-3A,9,0.184678,118.8333333,1.266666667,57.58019581,,,,0.429741783,0.006298621
4/5/2016 8:00,AGOC-3A,9,0.369338,236.3666667,1.233333333,57.94953381,,,,0.607731849,0.050381603
4/5/2016 9:00,AGOC-3A,9,0.213236,353.9,1.2,58.16276981,,,,0.461774837,0.009695754
4/5/2016 10:00,AGOC-3A,9,0.0225521,351.7,1.633333333,58.18532191,,,,0.150173566,1.15E-05
4/5/2016 11:00,AGOC-3A,9,0.0673838,349.5,2.066666667,58.25270571,,,,0.259583898,0.000305961
4/5/2016 12:00,AGOC-3A,9,0.183112,347.3,2.5,58.43581771,,,,0.42791588,0.006139746
4/5/2016 13:00,AGOC-3A,9,0.165117,337.6666667,2.666666667,58.60093471,,,,0.406345912,0.004501688
4/5/2016 14:00,AGOC-3A,9,0.618671,328.0333333,2.833333333,59.21960571,,,,0.786556419,0.23679868
4/5/2016 15:00,AGOC-3A,9,0.126918,318.4,3,59.34652371,,,,0.356255526,0.002044418
4/5/2016 16:00,AGOC-3A,9,0.310168,316.5666667,3.2,59.65669171,,,,0.556927284,0.029839461
4/5/2016 17:00,AGOC-3A,9,0.620747,314.7333333,3.4,60.27743871,,,,0.78787499,0.239190479
4/5/2016 18:00,AGOC-3A,9,0.302816,312.9,3.6,60.58025471,,,,0.550287198,0.027767479
4/5/2016 19:00,AGOC-3A,9,0.280892,311.6333333,3.466666667,60.86114671,,,,0.529992453,0.022162467
4/5/2016 20:00,AGOC-3A,9,0.0243205,310.3666667,3.333333333,60.88546721,,,,0.155950313,1.44E-05
4/5/2016 21:00,AGOC-3A,9,0.207629,309.1,3.2,61.09309621,,,,0.455663253,0.008950845
4/5/2016 22:00,AGOC-3A,9,0.172891,305.16,2.86,61.26598721,,,,0.415801635,0.005167936
4/5/2016 23:00,AGOC-3A,9,0.18799,301.22,2.52,61.45397721,,,,0.433578136,0.006643612
4/6/2016 0:00,AGOC-3A,9,,0,0,61.45397721,,,,,
4/6/2016 1:00,AGOC-3A,9,0.231177,297.28,2.18,61.68515421,,,,0.480808694,0.012354747
4/6/2016 2:00,AGOC-3A,9,0.428708,293.34,1.84,62.11386221,,,,0.654757971,0.078792479
4/6/2016 3:00,AGOC-3A,9,0.599486,289.4,1.5,62.71334821,,,,0.774264813,0.215445355
4/6/2016 4:00,AGOC-3A,9,0.310827,283.2,1.3,63.02417521,,,,0.55751861,0.030030061
4/6/2016 5:00,AGOC-3A,9,0.0208905,277,1.1,63.04506571,,,,0.144535463,9.12E-06
4/6/2016 6:00,AGOC-3A,9,0.218147,270.8,0.9,63.26321271,,,,0.467062094,0.010381204
4/6/2016 7:00,AGOC-3A,9,0.513126,262.2333333,0.866666667,63.77633871,,,,0.716328137,0.135105199
4/6/2016 8:00,AGOC-3A,9,0.534192,253.6666667,0.833333333,64.31053071,,,,0.730884396,0.152437613
4/6/2016 9:00,AGOC-3A,9,0.284041,245.1,0.8,64.59457171,,,,0.53295497,0.022916226
4/6/2016 10:00,AGOC-3A,9,0.329582,238.6,0.8,64.92415371,,,,0.574092327,0.035800612
4/6/2016 11:00,AGOC-3A,9,0.426893,232.1,0.8,65.35104671,,,,0.653370492,0.07779597
4/6/2016 12:00,AGOC-3A,9,0.260335,225.6,0.8,65.61138171,,,,0.51023034,0.017644026
4/6/2016 13:00,AGOC-3A,9,8.5164,219.3666667,1.2,74.12778171,a,,,2.918287169,617.6865629
4/6/2016 14:00,AGOC-3A,9,8.87838,213.1333333,1.6,83.00616171,a,,,2.979661055,699.8439095
4/6/2016 15:00,AGOC-3A,9,1.19615,206.9,2,84.20231171,,,,1.093686427,1.711421304
4/6/2016 16:00,AGOC-3A,9,0.0943734,204.8333333,2.433333333,84.29668511,,,,0.307202539,0.000840521
4/6/2016 17:00,AGOC-3A,9,0.579254,202.7666667,2.866666667,84.87593911,,,,0.76108738,0.194360105
4/6/2016 18:00,AGOC-3A,9,0.0854969,200.7,3.3,84.96143601,,,,0.292398529,0.000624958
4/6/2016 19:00,AGOC-3A,9,0.433419,198.2,3.466666667,85.39485501,,,,0.658345654,0.081418639
4/6/2016 20:00,AGOC-3A,9,0.330849,195.7,3.633333333,85.72570401,,,,0.57519475,0.036215083
4/6/2016 21:00,AGOC-3A,9,0.273295,193.2,3.8,85.99899901,,,,0.522776243,0.020412446
4/6/2016 22:00,AGOC-3A,9,0.206235,187.1666667,3.5,86.20523401,,,,0.454131038,0.008771768
4/6/2016 23:00,AGOC-3A,9,0.294025,181.1333333,3.2,86.49925901,,,,0.542240721,0.025418667
4/7/2016 0:00,AGOC-3A,9,0.0771405,175.1,2.9,86.57639951,,,,0.277741787,0.000459037
4/7/2016 1:00,AGOC-3A,9,0.0540555,177.5666667,2.933333333,86.63045501,,,,0.232498387,0.00015795
4/7/2016 2:00,AGOC-3A,9,0.124771,180.0333333,2.966666667,86.75522601,,,,0.353229387,0.00194241
4/7/2016 3:00,AGOC-3A,9,0.00574953,182.5,3,86.76097554,,,,0.075825655,1.90E-07
4/7/2016 4:00,AGOC-3A,9,0.2522,178.0666667,2.933333333,87.01317554,,,,0.502195181,0.016041141
4/7/2016 5:00,AGOC-3A,9,0.081946,173.6333333,2.866666667,87.09512154,,,,0.286262118,0.000550279
4/7/2016 6:00,AGOC-3A,9,0.0263975,169.2,2.8,87.12151904,,,,0.162473075,1.84E-05
4/7/2016 7:00,AGOC-3A,9,0.382633,169.0666667,2.633333333,87.50415204,,,,0.618573359,0.056020537
4/7/2016 8:00,AGOC-3A,9,0.0112288,168.9333333,2.466666667,87.51538084,,,,0.105966032,1.42E-06
4/7/2016 9:00,AGOC-3A,9,0.110614,168.8,2.3,87.62599484,,,,0.332586831,0.001353413
4/7/2016 10:00,AGOC-3A,9,0.552983,169.3666667,2.5,88.17897784,,,,0.743628267,0.169096781
4/7/2016 11:00,AGOC-3A,9,0.201354,169.9333333,2.7,88.38033184,,,,0.44872486,0.008163582
4/7/2016 12:00,AGOC-3A,9,0.426225,170.5,2.9,88.80655684,,,,0.652859097,0.077431337
4/7/2016 13:00,AGOC-3A,9,0.34349,171.0333333,3.166666667,89.15004684,,,,0.586080199,0.040526798
4/7/2016 14:00,AGOC-3A,9,0.314089,171.5666667,3.433333333,89.46413584,,,,0.560436437,0.030985477
4/7/2016 15:00,AGOC-3A,9,0.168235,172.1,3.7,89.63237084,,,,0.410164601,0.004761558
4/7/2016 16:00,AGOC-3A,9,0.175189,167.1,3.933333333,89.80755984,,,,0.418555851,0.005376758
4/7/2016 17:00,AGOC-3A,9,0.238057,162.1,4.166666667,90.04561684,,,,0.487910853,0.01349096
4/7/2016 18:00,AGOC-3A,9,0.0793501,157.1,4.4,90.12496694,,,,0.281691498,0.000499623
4/7/2016 19:00,AGOC-3A,9,0.148353,151.7666667,4.666666667,90.27331994,,,,0.385166198,0.003265044
4/7/2016 20:00,AGOC-3A,9,0.137789,146.4333333,4.933333333,90.41110894,,,,0.371199407,0.002616036
4/7/2016 21:00,AGOC-3A,9,0.126689,141.1,5.2,90.53779794,,,,0.355933983,0.002033371
4/7/2016 22:00,AGOC-3A,9,0.114637,146.2,5.2,90.65243494,,,,0.338580862,0.001506518
4/7/2016 23:00,AGOC-3A,9,0.389688,151.3,5.2,91.04212294,,,,0.62424995,0.059176748
4/8/2016 0:00,AGOC-3A,9,0.0640008,156.4,5.2,91.10612374,,,,0.252983794,0.000262154
4/8/2016 1:00,AGOC-3A,9,0.16479,169.7666667,4.3,91.27091374,,,,0.405943346,0.004474995
4/8/2016 2:00,AGOC-3A,9,0.256805,183.1333333,3.4,91.52771874,,,,0.506759312,0.016935984
4/8/2016 3:00,AGOC-3A,9,0.553346,196.5,2.5,92.08106474,,,,0.743872301,0.169430005
4/8/2016 4:00,AGOC-3A,9,0.0450579,205.2333333,2.1,92.12612264,,,,0.212268462,9.15E-05
4/8/2016 5:00,AGOC-3A,9,1.63351,213.9666667,1.7,93.75963264,,,,1.278088416,4.358784446
4/8/2016 6:00,AGOC-3A,9,1.58547,222.7,1.3,95.34510264,,,,1.259154478,3.985419913
4/8/2016 7:00,AGOC-3A,9,0.520973,215.5333333,1.1,95.86607564,,,,0.721784594,0.141398775
4/8/2016 8:00,AGOC-3A,9,2.48037,208.3666667,0.9,98.34644564,,,,1.574919046,15.25981996
4/8/2016 9:00,AGOC-3A,9,0.0234042,201.2,0.7,98.36984984,,,,0.152984313,1.28E-05
4/8/2016 10:00,AGOC-3A,9,0.177824,200.8666667,0.633333333,98.54767384,,,,0.421691831,0.005623039
4/8/2016 11:00,AGOC-3A,9,0.581968,200.5333333,0.566666667,99.12964184,,,,0.762868272,0.197104852
4/8/2016 12:00,AGOC-3A,9,3.73431,200.2,0.5,102.8639518,,,,1.932436286,52.07521874
4/8/2016 13:00,AGOC-3A,9,0.0110547,216.7,0.733333333,102.8750065,,,,0.105141333,1.35E-06
4/8/2016 14:00,AGOC-3A,9,10.88603,233.2,0.966666667,113.7610365,a,,,3.29939843,1290.056052
4/8/2016 14:00,AGOC-3A,9,1.31664,233.2,0.966666667,115.0776765,,,,1.147449345,2.282449277
4/8/2016 15:00,AGOC-3A,9,0.147325,249.7,1.2,115.2250015,,,,0.383829389,0.003197638
4/8/2016 16:00,AGOC-3A,9,0.373357,240.2333333,1.666666667,115.5983585,,,,0.611029459,0.052044267
4/8/2016 17:00,AGOC-3A,9,8.15185,230.7666667,2.133333333,123.7502085,a,,,2.85514448,541.7121036
4/8/2016 17:00,AGOC-3A,9,1.03094,230.7666667,2.133333333,124.7811485,,,,1.015352156,1.095721469
4/8/2016 18:00,AGOC-3A,9,0.169984,221.3,2.6,124.9511325,,,,0.412291159,0.004911613
4/8/2016 19:00,AGOC-3A,9,0.421191,229.2,2.666666667,125.3723235,,,,0.648992296,0.074720066
4/8/2016 20:00,AGOC-3A,9,0.606235,237.1,2.733333333,125.9785585,,,,0.778610943,0.222804018
4/8/2016 21:00,AGOC-3A,9,0.0227563,245,2.8,126.0013148,,,,0.150851914,1.18E-05
4/8/2016 22:00,AGOC-3A,9,0.227434,251.8,2.666666667,126.2287488,,,,0.476900409,0.011764302
4/8/2016 23:00,AGOC-3A,9,0.171654,258.6,2.533333333,126.4004028,,,,0.414311477,0.005057802
4/9/2016 0:00,AGOC-3A,9,0.187898,265.4,2.4,126.5883008,,,,0.433472029,0.006633863
4/9/2016 1:00,AGOC-3A,9,0.106726,270.2,2.366666667,126.6950268,,,,0.326689455,0.001215656
4/9/2016 2:00,AGOC-3A,9,0.12646,275,2.333333333,126.8214868,,,,0.355612148,0.002022365
4/9/2016 3:00,AGOC-3A,9,0.325308,279.8,2.3,127.1467948,,,,0.570357782,0.034425815
4/9/2016 4:00,AGOC-3A,9,0.424838,279.0333333,2.4,127.5716328,,,,0.65179598,0.076677875
4/9/2016 5:00,AGOC-3A,9,0.453611,278.2666667,2.5,128.0252438,,,,0.673506496,0.093336333
4/9/2016 6:00,AGOC-3A,9,0.0292086,277.5,2.6,128.0544524,,,,0.170905237,2.49E-05
4/9/2016 7:00,AGOC-3A,9,0.277477,281.4666667,2.566666667,128.3319294,,,,0.526760857,0.021363921
4/9/2016 8:00,AGOC-3A,9,0.292814,285.4333333,2.533333333,128.6247434,,,,0.541122907,0.025105884
4/9/2016 9:00,AGOC-3A,9,0.234915,289.4,2.5,128.8596584,,,,0.484680307,0.012963798
4/9/2016 10:00,AGOC-3A,9,0.00564585,291.8,2.4,128.8653043,,,,0.075138871,1.80E-07
4/9/2016 11:00,AGOC-3A,9,0.110293,294.2,2.3,128.9755973,,,,0.332103899,0.001341664
4/9/2016 12:00,AGOC-3A,9,0.197223,296.6,2.2,129.1728203,,,,0.444097962,0.007671366
4/9/2016 13:00,AGOC-3A,9,0.398308,296.0333333,2.333333333,129.5711283,,,,0.631116471,0.063191271
4/9/2016 14:00,AGOC-3A,9,0.41498,295.4666667,2.466666667,129.9861083,,,,0.644189413,0.071463042
4/9/2016 15:00,AGOC-3A,9,0.286352,294.9,2.6,130.2724603,,,,0.535118678,0.023480139
4/9/2016 16:00,AGOC-3A,9,0.0505631,302.9,2.666666667,130.3230234,,,,0.224862402,0.000129271
4/9/2016 17:00,AGOC-3A,9,0.024202,310.9,2.733333333,130.3472254,,,,0.15556992,1.42E-05
4/9/2016 18:00,AGOC-3A,9,0.495645,318.9,2.8,130.8428704,,,,0.704020596,0.121762116
4/9/2016 19:00,AGOC-3A,9,0.134378,317.9,2.833333333,130.9772484,,,,0.366576049,0.002426524
4/9/2016 20:00,AGOC-3A,9,0.261857,316.9,2.866666667,131.2391054,,,,0.51171965,0.017955296
4/9/2016 21:00,AGOC-3A,9,0.0361809,315.9,2.9,131.2752863,,,,0.190212776,4.74E-05
4/9/2016 22:00,AGOC-3A,9,0.16732,322.8666667,2.833333333,131.4426063,,,,0.409047674,0.004684288
4/9/2016 23:00,AGOC-3A,9,0.278127,329.8333333,2.766666667,131.7207333,,,,0.527377474,0.021514411
4/10/2016 0:00,AGOC-3A,9,0.251283,336.8,2.7,131.9720163,,,,0.501281358,0.015866799
4/10/2016 1:00,AGOC-3A,9,0.306888,336.1333333,2.9,132.2789043,,,,0.553974729,0.028902787
4/10/2016 2:00,AGOC-3A,9,0.532231,335.4666667,3.1,132.8111353,,,,0.729541637,0.150764989
4/10/2016 3:00,AGOC-3A,9,0.542246,334.8,3.3,133.3533813,,,,0.736373547,0.159436984
4/10/2016 4:00,AGOC-3A,9,0.012745,334.6333333,3.366666667,133.3661263,,,,0.112893755,2.07E-06
4/10/2016 5:00,AGOC-3A,9,0.40627,334.4666667,3.433333333,133.7723963,,,,0.637393128,0.067057022
4/10/2016 6:00,AGOC-3A,9,0.3009,334.3,3.5,134.0732963,,,,0.548543526,0.02724373
4/10/2016 7:00,AGOC-3A,9,0.409182,331.8333333,3.2,134.4824783,,,,0.639673354,0.068509305
4/10/2016 8:00,AGOC-3A,9,0.00835992,329.3666667,2.9,134.4908382,,,,0.091432598,5.84E-07
4/10/2016 9:00,AGOC-3A,9,0.0884764,326.9,2.6,134.5793146,,,,0.297449828,0.0006926
4/10/2016 10:00,AGOC-3A,9,0.267549,319.8333333,2.666666667,134.8468636,,,,0.51725139,0.019151818
4/10/2016 11:00,AGOC-3A,9,0.348764,312.7666667,2.733333333,135.1956276,,,,0.590562444,0.042422372
4/10/2016 12:00,AGOC-3A,9,0.0549426,305.7,2.8,135.2505702,,,,0.234398379,0.000165855
4/10/2016 13:00,AGOC-3A,9,0.0790013,301.2,2.666666667,135.3295715,,,,0.281071699,0.000493063
4/10/2016 14:00,AGOC-3A,9,0.264721,296.7,2.533333333,135.5942925,,,,0.514510447,0.018550909
4/10/2016 15:00,AGOC-3A,9,0.377698,292.2,2.4,135.9719905,,,,0.614571395,0.053880802
4/10/2016 16:00,AGOC-3A,9,0.567711,290.4666667,2.533333333,136.5397015,,,,0.753465991,0.182970859
4/10/2016 17:00,AGOC-3A,9,0.353898,288.7333333,2.666666667,136.8935995,,,,0.594893268,0.044323528
4/10/2016 18:00,AGOC-3A,9,0.222361,287,2.8,137.1159605,,,,0.471551694,0.010994509
4/10/2016 19:00,AGOC-3A,9,0.421247,284.6,2.666666667,137.5372075,,,,0.649035438,0.074749874
4/10/2016 20:00,AGOC-3A,9,0.157881,282.2,2.533333333,137.6950885,,,,0.397342422,0.003935407
4/10/2016 21:00,AGOC-3A,9,0.271775,279.8,2.4,137.9668635,,,,0.521320439,0.02007375
4/10/2016 22:00,AGOC-3A,9,0.142749,284.0333333,1.8,138.1096125,,,,0.377821386,0.002908836
4/10/2016 23:00,AGOC-3A,9,0.325867,288.2666667,1.2,138.4354795,,,,0.570847615,0.034603589
4/11/2016 0:00,AGOC-3A,9,0.100799,292.5,0.6,138.5362785,,,,0.317488582,0.001024162
